UniqueIdentifier	OrthographicForm	GIL2P_OT_Average	GIL2P_OT_Min	PIP2G_OT_Average	PIP2G_OT_Min	G2P_OT_Average	HomographCount	RawWordTypeFrequency	RawDocumentCount	PhoneticForm	PhonotacticType	SSPP_Average	SSPP_Min	PSP_Sum	PSBP_Sum	S_PSP_Average	S_PSBP_Average	HomophoneCount	PNDP	ONDP	NumberOfSenses	ForeignWord	ZipfValue	SyllableCount	PhoneCount	PLD1WordCount	OLD1WordCount
C	C	N	N	N	N	N	N	N	N	C	C	N	N	N	N	N	N	N	N	N	N	C	N	N	N	N	N
liszts [ l ˈ ɪ sː t s ]	liszts	0,8491	0,2457	0,8561	0,2805	0,812	0	1	1	l ˈ ɪ sː t s	CVCCC	0,9036	0,7041	0,256	0,0263	1,9027	5,1253	1	0,127	0,124	1	False	0,5683	1	5	10	2
lit [ l ˈ iː t ]	lit	0,9885	0,9654	1	1	0,7522	0	929	463	l ˈ iː t	CVC	0,9325	0,8093	0,1094	0,0049	1,1925	1,1166	0	0,029	0,021		False	3,2357	1	3	30	42
liv [ l ˈ iː v ]	liv	0,9885	0,9654	1	1	0,7522	0	188438	8603	l ˈ iː v	CVC	0,9341	0,8159	0,0876	0,0043	0,6893	0,8987	8	0,065	0,045	6	False	5,5424	1	3	24	39
liw [ l ˈ iː v ]	liw	0,9885	0,9654	0,9163	0,7489	0,7522	0	114	26	l ˈ iː v	CVC	0,9341	0,8159	0,0876	0,0043	0,6893	0,8987	8	0,065	0,037		False	2,3279	1	3	24	20
live [ l ˈ a ʝː v ]	live	0,8569	0,6721	0,6616	0	0,5015	0	21390	4442	l ˈ a ʝː v	CVCC	0,8625	0,6608	0,1763	0,0078	1,4095	1,064	0	0,264	0,062	1	False	4,5975	1	4	4	20
livh [ l ˈ iː v ]	livh	0,9443	0,8117	0,75	0	0,5723	0	23	14	l ˈ iː v	CVC	0,9341	0,8159	0,0876	0,0043	0,6893	0,8987	8	0,065	0,086		False	1,6474	1	3	24	4
livs [ l ˈ iː v s ]	livs	0,9913	0,9654	1	1	0,8142	1	6352	2498	l ˈ iː v s	CVCC	0,8991	0,759	0,1597	0,0053	1,2998	0,764	0	0,105	0,073	8	False	4,0702	1	4	17	23
livs [ l ˈ ɪ fː s ]	livs	0,9041	0,6165	0,935	0,7399	0,7522	1	6352	2498	l ˈ ɪ fː s	CVCC	0,8603	0,7057	0,1773	0,0095	1,4475	1,7458	0	0,159	0,073	8	False	4,0702	1	4	12	23
liz [ l ˈ ɪ sː ]	liz	0,8751	0,6254	0,825	0,475	0,6704	0	593	201	l ˈ ɪ sː	CVC	0,9135	0,8882	0,122	0,0103	1,2756	3,0022	1	0,038	0,048		False	3,041	1	3	22	19
ljud [ ʝ ˈ ʉː d ]	ljud	0,8992	0,6976	0,9086	0,7257	0,8793	0	13145	4008	ʝ ˈ ʉː d	CVC	0,9119	0,7947	0,0879	0,007	0,8587	1,5911	0	0,062	0,127	1	False	4,386	1	3	19	11
ljuds [ ʝ ˈ ʉː d s ]	ljuds	0,9244	0,6976	0,9314	0,7257	0,9095	0	9	9	ʝ ˈ ʉː d s	CVCC	0,8777	0,7407	0,16	0,0104	1,4269	2,0331	0	0,038	0,059	1	False	1,2672	1	4	13	8
ljug [ ʝ ˈ ʉː ɡ ]	ljug	0,8992	0,6976	0,9086	0,7257	0,8793	0	575	377	ʝ ˈ ʉː ɡ	CVC	0,8754	0,6485	0,0687	0,0055	0,4139	0,9635	0	0,046	0,097	2	False	3,0277	1	3	16	9
ljugs [ ʝ ˈ ʉː ɡ s ]	ljugs	0,9244	0,6976	0,9314	0,7257	0,9095	0	18	16	ʝ ˈ ʉː ɡ s	CVCC	0,8504	0,6485	0,1408	0,007	1,0933	0,989	0	0,063	0,079	1	False	1,546	1	4	10	8
ljum [ ʝ ˈ ɵ mː ]	ljum	0,8809	0,6976	0,9086	0,7257	0,7523	0	172	136	ʝ ˈ ɵ mː	CVC	0,9346	0,876	0,0826	0,0033	0,6573	0,789	0	0,051	0,121	1	False	2,5053	1	3	13	6
ljums [ ʝ ˈ ɵ mː s ]	ljums	0,9107	0,6976	0,9314	0,7257	0,8142	0	0	0	ʝ ˈ ɵ mː s	CVCC	0,8924	0,7238	0,1546	0,0054	1,2759	1,0821	0	0,009	0,021		False	0,2672	1	4	12	6
ljumt [ ʝ ˈ ɵ mː t ]	ljumt	0,9107	0,6976	0,9314	0,7257	0,8142	0	35	30	ʝ ˈ ɵ mː t	CVCC	0,9055	0,7893	0,151	0,0048	1,2271	0,8628	0	0,074	0,155	1	False	1,8235	1	4	6	4
ljumts [ ʝ ˈ ɵ mː t s ]	ljumts	0,9285	0,6976	0,9451	0,7257	0,8514	0	0	0	ʝ ˈ ɵ mː t s	CVCCC	0,872	0,7041	0,2165	0,0088	1,5317	1,3973	0	0,062	0,101		False	0,2672	1	5	2	2
ljung [ ʝ ˈ ɵ ŋː ]	ljung	0,8492	0,6976	0,9086	0,7257	0,7582	0	1215	503	ʝ ˈ ɵ ŋː	CVC	0,9239	0,876	0,0741	0,0036	0,4614	0,9379	2	0,067	0,189	1	False	3,3522	1	3	14	6
ljungh [ ʝ ˈ ɵ ŋː ]	ljungh	0,8399	0,6976	0,6814	0	0,5768	0	35	10	ʝ ˈ ɵ ŋː	CVC	0,9239	0,876	0,0741	0,0036	0,4614	0,9379	2	0,067	0,205		False	1,8235	1	3	14	3
ljungs [ ʝ ˈ ɵ ŋː s ]	ljungs	0,8869	0,6976	0,9314	0,7257	0,8187	0	81	52	ʝ ˈ ɵ ŋː s	CVCC	0,9064	0,7775	0,1462	0,0054	1,1289	1,0707	1	0,183	0,131	1	False	2,1811	1	4	5	8
ljus [ ʝ ˈ ʉː s ]	ljus	0,8992	0,6976	0,9086	0,7257	0,8793	0	48927	6875	ʝ ˈ ʉː s	CVC	0,9174	0,8167	0,0997	0,0083	1,1316	2,1423	1	0,047	0,13	4	False	4,9568	1	3	33	15
ljust [ ʝ ˈ ʉː s t ]	ljust	0,9244	0,6976	0,9314	0,7257	0,9095	0	10370	3853	ʝ ˈ ʉː s t	CVCC	0,9016	0,8167	0,1681	0,0198	1,5828	5,1043	0	0,202	0,117	4	False	4,2831	1	4	5	10
ljusts [ ʝ ˈ ʉː s t s ]	ljusts	0,9395	0,6976	0,9451	0,7257	0,9276	0	0	0	ʝ ˈ ʉː s t s	CVCCC	0,8687	0,7041	0,2337	0,0238	1,8163	4,5785	0	0,032	0,02		False	0,2672	1	5	4	7
ljut [ ʝ ˈ ʉː t ]	ljut	0,8992	0,6976	0,9086	0,7257	0,8793	0	2	2	ʝ ˈ ʉː t	CVC	0,95	0,8918	0,0917	0,0062	0,9465	1,254	1	0,014	0,018		False	0,7444	1	3	26	15
ljuts [ ʝ ˈ ʉː t s ]	ljuts	0,9244	0,6976	0,9314	0,7257	0,9095	0	1	1	ʝ ˈ ʉː t s	CVCC	0,9008	0,7041	0,1638	0,0089	1,4927	1,5724	1	0,058	0,035		False	0,5683	1	4	14	9
ljuv [ ʝ ˈ ʉː v ]	ljuv	0,8992	0,6976	0,9086	0,7257	0,8793	0	815	589	ʝ ˈ ʉː v	CVC	0,8753	0,6481	0,07	0,0073	0,4432	1,7138	0	0,049	0,094	1	False	3,1789	1	3	18	11
ljuvs [ ʝ ˈ ʉː v s ]	ljuvs	0,9244	0,6976	0,9314	0,7257	0,9095	0	0	0	ʝ ˈ ʉː v s	CVCC	0,852	0,6481	0,142	0,0083	1,1153	1,3074	0	0,012	0,013		False	0,2672	1	4	13	11
ljuvt [ ʝ ˈ ʉː v t ]	ljuvt	0,9244	0,6976	0,9314	0,7257	0,9095	0	135	112	ʝ ˈ ʉː v t	CVCC	0,8509	0,6481	0,1384	0,0075	1,0666	1,0641	0	0,148	0,144	1	False	2,4008	1	4	5	6
ljuvts [ ʝ ˈ ʉː v t s ]	ljuvts	0,9395	0,6976	0,9451	0,7257	0,9276	0	0	0	ʝ ˈ ʉː v t s	CVCCC	0,8264	0,6481	0,204	0,0115	1,4033	1,5483	0	0,059	0,083		False	0,2672	1	5	2	2
ljöd [ ʝ ˈ øː d ]	ljöd	0,8992	0,6976	0,9086	0,7257	1	0	186	154	ʝ ˈ øː d	CVC	0,9086	0,803	0,0912	0,0033	0,9138	0,8373	1	0,038	0,108	2	False	2,5391	1	3	20	7
ljög [ ʝ ˈ øː ɡ ]	ljög	0,8992	0,6976	0,9086	0,7257	1	0	2512	1400	ʝ ˈ øː ɡ	CVC	0,8993	0,7659	0,0719	0,0032	0,469	0,7708	0	0,061	0,344	1	False	3,6674	1	3	16	4
ljögs [ ʝ ˈ øː ɡ s ]	ljögs	0,9244	0,6976	0,9314	0,7257	1	0	3	3	ʝ ˈ øː ɡ s	CVCC	0,8696	0,7506	0,144	0,0047	1,1346	0,8605	0	0,041	0,143	1	False	0,8693	1	4	10	2
ljöt [ ʝ ˈ øː t ]	ljöt	0,8992	0,6976	0,9086	0,7257	1	0	1	1	ʝ ˈ øː t	CVC	0,9003	0,77	0,0949	0,0019	1,0015	0,2521	3	0,062	0,033		False	0,5683	1	3	21	6
ljöts [ ʝ ˈ øː t s ]	ljöts	0,9244	0,6976	0,9314	0,7257	1	0	0	0	ʝ ˈ øː t s	CVCC	0,8611	0,7041	0,167	0,0046	1,534	0,9044	1	0,044	0,051		False	0,2672	1	4	14	6
lloyd [ l ˈ ɔ ʝː d ]	lloyd	0,8738	0,7069	0,8871	0,76	0,5863	0	489	248	l ˈ ɔ ʝː d	CVCC	0,8692	0,7448	0,1403	0,0045	0,9551	0,5174	0	0,156	0,375	1	False	2,9574	1	4	7	2
lloyds [ l ˈ ɔ ʝː d s ]	lloyds	0,8991	0,7069	0,9097	0,76	0,669	0	54	39	l ˈ ɔ ʝː d s	CVCCC	0,8478	0,7407	0,2058	0,0092	1,3141	1,2767	1	0,286	0,404	1	False	2,0076	1	5	2	1
lloyd's [ l ˈ ɔ ʝː d s ]	lloyd's	0,8991	0,7069	0,9097	0,76	0,669	0	0	0	l ˈ ɔ ʝː d s	CVCCC	0,8478	0,7407	0,2058	0,0092	1,3141	1,2767	1	0,286	0,117		False	0,2672	1	5	2	1
lo [ l ˈ uː ]	lo	0,9658	0,9315	1	1	0,8456	1	2043	462	l ˈ uː	CV	0,8918	0,8193	0,0623	0,0005	0,6198	-0,1878	3	0,028	0,023	2	False	3,5777	1	2	36	43
lob [ l ˈ uː b ]	lob	0,9772	0,9315	1	1	0,8971	0	42	31	l ˈ uː b	CVC	0,7929	0,4318	0,0803	0,0008	0,5292	-0,193	0	0,05	0,028	1	False	1,9007	1	3	12	23
lobb [ l ˈ ɔ bː ]	lobb	0,9409	0,8228	1	1	1	0	54	27	l ˈ ɔ bː	CVC	0,8887	0,8188	0,0959	0,0035	0,7007	0,5219	0	0,04	0,067	1	False	2,0076	1	3	15	12
lobbs [ l ˈ ɔ bː s ]	lobbs	0,9557	0,8228	1	1	1	0	0	0	l ˈ ɔ bː s	CVCC	0,8647	0,672	0,1679	0,0037	1,3084	0,2641	0	0,01	0,015		False	0,2672	1	4	13	11
lobs [ l ˈ uː b s ]	lobs	0,9829	0,9315	1	1	0,9228	0	2	2	l ˈ uː b s	CVCC	0,778	0,4318	0,1524	0,001	1,1798	-0,2377	0	0,064	0,021	1	False	0,7444	1	4	7	16
lock [ l ˈ ɔ kː ]	lock	0,9897	0,9692	0,9897	0,9692	1	0	6047	2119	l ˈ ɔ kː	CVC	0,9582	0,9123	0,116	0,0056	1,1663	1,4125	1	0,04	0,057	2	False	4,0489	1	3	27	21
locks [ l ˈ ɔ kː s ]	locks	0,9923	0,9692	0,9923	0,9692	1	0	102	62	l ˈ ɔ kː s	CVCC	0,9497	0,9123	0,188	0,0132	1,6576	3,3168	0	0,038	0,055	2	False	2,2801	1	4	23	18
lod [ l ˈ uː d ]	lod	0,9772	0,9315	1	1	0,8971	0	291	93	l ˈ uː d	CVC	0,9114	0,8193	0,1041	0,0023	1,0799	0,4315	1	0,036	0,028	4	False	2,7326	1	3	22	31
lods [ l ˈ uː d s ]	lods	0,9829	0,9315	1	1	0,9228	0	0	0	l ˈ uː d s	CVCC	0,8773	0,7407	0,1762	0,0057	1,5928	1,26	0	0,008	0,006		False	0,2672	1	4	18	25
loeb [ l ˈ øː b ]	loeb	0,6889	0	0,5	0	0,5013	0	232	28	l ˈ øː b	CVC	0,6925	0	0,0804	0,0028	0,5307	0,2896	0	0,082	0,403		False	2,6346	1	3	9	2
loft [ l ˈ ɔ fː t ]	loft	0,9632	0,8528	1	1	0,7722	0	357	201	l ˈ ɔ fː t	CVCC	0,9237	0,7857	0,1685	0,0061	1,3339	1,0637	1	0,084	0,072	1	False	2,8211	1	4	9	12
lofts [ l ˈ ɔ fː t s ]	lofts	0,9706	0,8528	1	1	0,8178	0	5	5	l ˈ ɔ fː t s	CVCCC	0,8871	0,7041	0,2341	0,0101	1,6171	1,548	0	0,082	0,061	1	False	1,0454	1	5	7	9
log [ l ˈ uː ɡ ]	log	0,9772	0,9315	1	1	0,8971	0	6045	2109	l ˈ uː ɡ	CVC	0,9223	0,8193	0,0849	0,0011	0,6351	-0,0965	0	0,048	0,038	3	False	4,0487	1	3	22	30
loge [ l ˈ oː ʂ ]	loge	0,829	0,6426	0,8708	0,7507	0,7126	1	317	221	l ˈ oː ʂ	CVC	0,8677	0,6647	0,0701	0,0021	0,3047	0,128	1	0,039	0,055	6	False	2,7697	1	3	26	18
logg [ l ˈ ɔ ɡː ]	logg	0,9471	0,8412	1	1	1	0	547	318	l ˈ ɔ ɡː	CVC	0,895	0,7998	0,0981	0,0031	0,7534	0,3321	0	0,053	0,057	2	False	3,006	1	3	16	16
loggs [ l ˈ ɔ ɡː s ]	loggs	0,9603	0,8412	1	1	1	0	1	1	l ˈ ɔ ɡː s	CVCC	0,8599	0,6666	0,1702	0,0035	1,3479	0,2115	0	0,023	0,023	2	False	0,5683	1	4	12	11
